L_ListingID,L_Address,L_City,beds,baths,price,remarks
1183672214,10010 Scripps Vista 72,San Diego,2.0,3.0,728000,"Genuine pride of ownership shines throughout this tastefully updated home, features laminate wood flooring, crown molding, and dual-pane windows. The kitchen, highlighted by a stylish tray ceiling, boasts sleek white cabinetry and stainless steel appliances, while seamlessly overlooking the living and dining areas. Step outside to the private patio, creating the perfect setting for effortless indoor-outdoor living and entertaining.  This beautifully appointed home offers exceptional comfort with two spacious primary suites, each featuring vaulted ceilings, laminate flooring, and both with private en-suite bathrooms. Enjoy resort-style living with outstanding community amenities, including a sparkling pool, relaxing spa, and tennis court. Ideally located near shopping, dining, and everyday conveniences, this home perfectly combines comfort, convenience, and an inviting lifestyle.Genuine pride of ownership shines throughout this tastefully updated home, features laminate wood flooring, crown molding, and dual-pane windows. The kitchen, highlighted by a stylish tray ceiling, boasts sleek white cabinetry and stainless steel appliances, while seamlessly overlooking the living and dining areas. Step outside to the private patio, creating the perfect setting for effortless indoor-outdoor living and entertaining."
1183727284,7303 W 89th Street,Los Angeles,4.0,5.0,3199000,"Architectural modern masterpiece featuring 4 bedrooms, 4.5 bathrooms, and nearly 3,900 square feet of living space, situated on a sprawling 8,000 square foot corner lot. Thoughtfully designed with elevated finishes and contemporary sophistication throughout, this exceptional residence offers the ultimate California indoor-outdoor lifestyle. Inside, the open-concept floorplan is highlighted by soaring 11-foot ceilings, recessed lighting, rich wood flooring, custom built-ins, and an abundance of natural light. A striking custom water art piece at the entrance creates an unforgettable first impression, setting the tone for the home's refined design. The chef's kitchen is equipped with top-of-the-line appliances, marble countertops, an expansive center island with built-in bench seating, a breakfast bar, and an adjacent dining area perfect for both everyday living and entertaining. The spacious living room features a custom fireplace and pocket doors that seamlessly blend the indoors and outdoors, creating effortless flow to the resort-style backyard. Designed as a private oasis, surrounded by massive privacy hedges, the outdoor space features a sparkling pool with spa, and a built-in BBQ area ideal for entertaining year-round. Additional highlights include a custom wine cellar, multiple entertaining spaces, and smart home functionality throughout. The downstairs bedroom offers privacy and flexibility for a home office. Upstairs, the remaining three bedrooms include the luxurious primary suite showcasing a custom-built walk-in closet and a spa-inspired en-suite bathroom with a dual vanity and a wet room with dual shower heads. Completing the home is a sprawling approximately 844 square foot rooftop deck featuring an outdoor kitchen and bar with sweeping city views and breathtaking sunsets, creating the ultimate entertainer's retreat. Additional premium features include an attached finished two-car garage and a fully integrated smart home system controlling central air and heat, security system, lighting, pool, surround sound, and more. An entertainer's dream with impeccable attention to detail and modern luxury at every turn."
1159899537,7150 Croy Road A,Morgan Hill,2.0,2.0,900000,"80 Acres Land w/ 2 Story Cabin Split into Two Living Quarters. Year-Round Creek w/Trout and Wild Game. Tall Ivy Wrapped Redwoods Abound! Gated, Privately Accessed Road, no 4 Wheel Drive Needed. Bridge Over the Creek for access to top Hill flat ridges with possible Buildable Site Top Hill, Panoramic views of Redwoods. 1450 sq ft of Living Space, Fireplace, 2 Antique Wood Burning Stoves, AC, E-Heat, PG&E, internet cable, Two New Refrigerators. Strong Metal Roof with Skylight. Upper Level 1BD/1BA. Living Room, Dining Room, loft, Kitchen & Huge Balcony. Lower Level 500 Sq Ft Studio w/Private Entrance, Bathroom Kitchen and Den. Laundry Room with Dryer and E-Water Heater. Currently not Furnished the photos are a few years old. Cherry Hardwood Flooring. Additional 540 Sq Ft Insulated and Well Lit Room/Workshop/Wine Storage. Spacious Large Deck, Perfect for Gatherings w/ Creek View. Septic Tank, 500-Gallon Water storage w/Pump and Supply Line. Internet, Satellite Dish, 220V Power and Phone Line. Property, Land, Cabin will be sold ""as is condition"""
1185775613,6097 E Montefino,Anaheim,3.0,3.0,995000,"Welcome to 6097 E Montefino Lane, a beautifully remodeled retreat, nestled in the highly sought after Camino Grande Villas of Anaheim Hills. Surrounded by lush green belts, and mature landscaping, this exceptional three bedroom, 2 1/2 bath residence offers a rare combination of privacy, tranquility, and breathtaking panoramic canyon and hillside views.

Thoughtfully updated throughout, this turnkey home showcases a stunning remodeled kitchen and baths, gorgeous new flooring, new dual pain windows, a new HVAC system: including air conditioner, furnace, ductwork and attic insulation, a new water heater, and fresh interior paint throughout. Every detail has been carefully designed for modern comfort and style.

Step inside to soaring vaulted ceilings, abundant natural light, and elegant recessed lighting that create an open and inviting atmosphere. The remodeled kitchen, features quartz countertops, extensive cabinetry, and seamless flow into the family room, where a cozy fireplace serves as the perfect gathering place for family and friends. 

The luxurious primary suite is a true sanctuary, complete with its own private fireplace and spectacular views. The spa like primary bath features dual vanities and beautifully updated finishes creating a peaceful retreat at the end of the day.

Indoor-outdoor living comes naturally here. Two sliding glass doors, open to an inviting patio and low maintenance artificial turf yard, ideal for entertaining and relaxing or enjoying time with pets while taking in the serene surroundings.

Additional highlights include a direct access two car garage with epoxy flooring, overhead storage racks, and a pristine laundry area with exceptional organization and functionality.

Perfectly positioned near award-winning schools, the Anaheim Hills Golf Club, Saddle Club, Nature Center, shopping, dining, and miles of scenic trails, this home delivers the best of Anaheim Hills lifestyle. For outdoor enthusiast, a nearby trailhead provides immediate access to hiking, running, and biking adventures.

Offering sophisticated upgrades, stunning natural beauty, and an unbeatable location, 6097 E Montefino Lane is more than a home – it’s a lifestyle.

Come experience this exceptional Anaheim Hills gem for yourself."
1188766919,24587 Lola Lane,Newhall,5.0,3.0,1399900,"TURNKEY, backyard entertainer's paradise, with a rare level of privacy that is hard to find in a suburban community. No swimsuits required. Tucked in a lovely tree-lined cul-de-sac.NO HOA and paid solar, this luxury residence offers flexibility, function, and true indoor-outdoor living. Two mature birch trees frame the approach, leading to custom estate doors intentionally left in a natural finish--ready for the next owner's personal touch.The backyard is designed for gathering and PERFECT FOR ENTERTAINING. Lush landscaping creates privacy around a PebbleTec beach-entry pool with a built-in slide concealed beside a rock waterfall. A half-moon stone bar and fully equipped outdoor kitchen set the stage for memorable evenings, while owner-owned solar supports both the home and pool for efficient year-round enjoyment.Inside, the aesthetic blends clean contemporary lines with warm transitional elements, creating an OPEN-CONCEPT LAYOUT that adapts easily to different styles. ABUNDANT NATURAL LIGHT fills the spaces and BEAUTIFUL TREE VIEWS FROM EVERY WINDOW enhance the serene setting, while smart-home features include remote-controlled blinds and LED lighting, a concealed charging station, concealed towel holder, 2 new sinks, a touchless kitchen faucet, floating shelves, etc. Off to the left is a ground-floor in-law suite complete with its own bathroom.The newly renovated kitchen is MOVE-IN READY and built for serious cooking, featuring brand-new appliances, an Italian Forno brass-burner range, wine cooler, beverage center, CUSTOM BUILT-IN CABINETRY, and generous prep space for more than one cook at a time. Additional upgrades include a Toto bidet toilet and a whole-house water softener system, and whole house attic fan. A discreetly integrated home theater can disappear when not in use, preserving the comfort of the main living area. A dedicated gym provides space for training at home and can easily function as an additional bedroom or office. The house has been meticulously cared for, providing peace of mind for new owners. Located in a FRIENDLY NEIGHBORHOOD, a walkable neighborhood. Walk to Main Street and enjoy fine dining or breakfast or a brand new theater. Saturday morning farmers market! This house is  designed for convenience and comfort. Pictures do not capture its warmth and beauty.Santa Clarita consistently ranks as one of the safest cities in California, often making the FBI's list of the safest cities in the state. The overall crime rate is significantly lower than the national average, with property crime being the most common concern. In 2022, the city reported a violent crime rate of roughly 200 incidents per 100,000 residents--well below the national average of 400. The Santa Clarita Valley Sheriff's Station actively engages with the community, contributing to the city's reputation for safety and security."
1151799959,1169 Park West Drive,Pittsburg,5.0,3.0,699888,"Welcome to this stunning 5-bedroom, 3-bathroom home offering 3,407 sq ft of expansive living space in the vibrant city of Pittsburg. Designed for comfort and functionality, this residence features a gourmet kitchen with gas cooktop, newly painted cabinetry, center island, and dishwasherperfect for everyday living and entertaining.  Multiple living areas include a separate family room and formal dining area, while a blend of carpet and tile flooring adds both style and durability throughout. Enjoy cozy evenings by the fireplace, and a dedicated utility room with washer and dryer, a 6,375 sq ft lot, and a 3-car garage.  Ideally located near Buchanan Park, Highlands Ranch Park, and Riverview Park, residents enjoy easy access to outdoor recreation, playgrounds, and walking paths. Just minutes away, downtown Pittsburg offers popular dining and gathering spots such as La Veranda Ristorante Italiano, Lighthouse Café, Taco & Co., and Dále Vino, along with community events at John Buckley Square. Conveniently situated within the Pittsburg Unified School District, this home offers space, lifestyle, and location in one exceptional package."
1174198697,2727 Shell Beach Road 222,Pismo Beach,1.0,1.0,1225000,"Welcome to this exceptional one-bedroom coastal retreat, ideally situated in a coveted corner location within the oceanfront Dolphin Bay Resort and Spa in Shell Beach, CA. Offering enhanced privacy, abundant natural light, and refreshing ocean breezes, this beautifully appointed residence captures views of the resort grounds, pool, and Pacific Ocean from its private patio.  The thoughtfully designed interior features stone flooring, an open living and dining area, a cozy fireplace, and a well-equipped kitchen with premium finishes and ample cabinetry. The spacious bedroom provides a relaxing escape, complemented by a generous bathroom and walk-in closet.  Offered fully furnished, this turnkey property is perfectly suited as a vacation getaway, full-time residence, or investment through the Hotel rental management program. Convenient elevator locations and dedicated parking add to the ease of ownership.  Owners enjoy access to an impressive collection of resort amenities, including a heated pool and spa, oceanfront dining, fitness center, full-service spa, concierge services, room service, valet parking, beach access, BBQ areas, and fire pits.  Located near scenic coastal trails, renowned golf courses, boutique shopping, and award-winning wineries, this unique residence offers an opportunity to enjoy the very best of California's Central Coast lifestyle."
1176989190,3058 Live Oak Ct,Danville,3.0,3.0,2195000,"This updated golf course home located behind the prestigious main gate in Blackhawk. Perfectly situated along the 11th Fairway of the Lakeside Golf Course, this beautifully maintained residence offers 2,666± sq. ft. with 3 bedrooms, 2.5 baths, and a serene backyard surrounded by majestic oak trees. The flexible floor plan features an upstairs primary suite with a remodeled spa-like bath, Jacuzzi tub, oversized walk-in closet, and peaceful creek and mountain views. On the main level, one secondary bedroom has been thoughtfully designed as a home office with custom built-in cabinetry and a Murphy bed, making it ideal for today’s lifestyle. The main level offers formal living and dining room, a beautifully updated chef’s kitchen, purposeful bar area, spacious family room, two additional bedrooms, full bath and a powder bath. Rich hardwood floors, quality finishes, and abundant natural light create a warm and inviting atmosphere throughout. Step outside to your private backyard retreat featuring a sparkling pool, spa, mature oak trees, and multiple areas for relaxing or entertaining in a tranquil serene setting. Home features finished 2 car garage plus additional golf cart space or additional storage. Located on a 5,500± sq. ft. lot in one of Blackhawk’s most desirable neighborhoods, this exceptional home offers resort-style living just minutes from the Blackhawk Country Club, shopping, dining, award-winning San Ramon Valley schools, and convenient commuter access."
1157874615,28363 Delphinus Drive,Menifee,5.0,4.0,636990,"Beautiful two-story home features approximately 2,763 sq. ft. of living space, on a Homesite of 9,485 sq. ft!

Open Floor Plan with 5 Bedrooms, 3.5 Bathrooms, Great Room, & Spacious Kitchen with Island. Granite kitchen counter-tops & Island. Bathrooms feature white cultured marble vanity tops with undermount sinks. White cabinets with Thermofoil raised-panel doors throughout. Solar lease with option to purchase. 

This home is designed to be ENERGY STAR certified, with WaterSence, and comes with 10-Year Limited Warranty. Located in a picturesque hillside setting. This community features walking trails, open space, park with open turf, tot lot, picnic amenities, & dog park, conveniently located near shopping, dining, healthcare, recreational areas, community college, and I-215, I-15 and Hwy. 74. Don't wait, you still have time to work with your designer to personalize this home. 

Photo is a rendering of the model! Buyer can purchase or lese the solar!"
1171151453,17406 Valerio,Van Nuys,5.0,3.0,1229000,"Welcome to 17406 Valerio Street in Lake Balboa. This expanded 5-bedroom, 3-bathroom home offers approximately 2,300+ square feet of living space and a versatile floor plan designed for modern living. The home features an open-concept layout with a spacious living area, large kitchen island, oversized tile flooring throughout the main living areas, and engineered wood flooring in the bedrooms. The thoughtfully designed floor plan includes two spacious suites, one on the main level and one upstairs, each featuring walk-in closets, soaking tubs, and separate showers. The upstairs suite offers direct access to a large private balcony overlooking the backyard, providing additional outdoor living space. Recent improvements include updated electrical and plumbing systems, fire sprinkler system, remodeled kitchen and bathrooms, dual tankless water heaters, roof, insulation, drywall, dual-pane windows, and landscaped grounds. Conveniently located near shopping, dining, parks, golf courses, public transportation, Lake Balboa Park, the Japanese Garden, Encino Farmers Market, and Ventura Boulevard. A rare opportunity to own a spacious, upgraded home in a centrally located Lake Balboa neighborhood."
1178134303,402 N 11th Street,San Jose,5.0,3.0,1288000,"This spacious home features 6 bedrooms with high ceilings, 3 bathrooms, and a dedicated laundry room, offering a versatile layout for comfortable family living or investment. Located on an R2-zoned lot with an ADU friendly layout, the property offers excellent future potential. Enjoy the convenience of a detached garage, private driveway with direct street access, and recent permitted plumbing upgrades. The backyard is surrounded by mature fruit trees. Just blocks from San José State University, this home has a proven history as a successful student rental while also making an ideal primary residence. Close to downtown dining, shopping, transit, and major commuter routes. Don't miss this rare opportunity to own a versatile Downtown San Jose property with endless​​‌​​​​‌​​‌‌​​‌​​​‌‌​​​‌​​‌‌​‌‌‌​‌​​​‌‌​ possibilities!"
1189331158,333 Pirate Road,Newport Beach,5.0,4.0,5995000,"Welcome to 333 Pirate Road, an exceptional opportunity in Cliff Haven, one of Newport Beach’s most coveted residential neighborhoods. Often associated with Newport Heights, Cliff Haven is a distinctive enclave of its own, known for its wide streets, established homes, and highly sought-after location.
This five-bedroom, four-bathroom home offers timeless East Coast-inspired style with a relaxed Hamptons feel. Classic shingle siding, traditional hardwood floors, custom built-ins, detailed moldings, and Carrera marble in the kitchen give the home warmth, character, and architectural charm that is increasingly difficult to find. Outside, a private pool and spa create the perfect setting for enjoying the Newport Beach lifestyle.

At this price point, the property offers something increasingly rare in Cliff Haven: options. Move right in and enjoy the home in its current condition, thoughtfully remodel to create a more open and modern floor plan, or explore an addition to expand the home and maximize its potential.
With nearby sales exceeding $12 million, 333 Pirate presents a compelling opportunity to own in prestigious Cliff Haven while offering the flexibility to enjoy today and create additional value over time. A classic Newport Beach home, a pool and spa, five bedrooms, and an electric car charger provide significant upside in one of the area’s most desirable neighborhoods."
1178803574,32208 Big Oak,Castaic,4.0,3.0,818000,"Turnkey 4 Bed 3 Bath 2,358sqft, Castaic Gem! Welcome home to this beautifully maintained Northlake residence, where comfort, style and everyday living come together. Tucked away on a peaceful cul-de-sac in the desirable Ridgewood neighborhood, this lushly landscaped home offers the perfect blend of privacy and convenience. This thoughtfully designed floor plan is ideal for both everyday living & entertaining. The main level features an impressive two-story living room filled with natural light, bedroom & full bath, wood laminate flooring and an open-concept layout that flows seamlessly into the oversized kitchen. With abundant counter space, generous cabinetry and seamless flow to the large family room with a built-in entertainment center and cozy fireplace, it's a space where family and friends will naturally gather. Upstairs, you'll find an expansive loft overlooking the living area, perfect for a home office, media room, or play area. The spacious primary suite is a true retreat with a well-appointed ensuite complete with a large walk-in closet, dual sinks, soaking tub, shower and private water closet. Two additional bedrooms, a full bath and laundry room complete the upper level. Step outside to a beautifully landscaped backyard designed for relaxing and entertaining, featuring a covered concrete patio and plenty of room to enjoy an indoor-outdoor lifestyle. Located in the highly sought-after Northlake community, residents enjoy access to exceptional amenities including a community pool. Outdoor enthusiasts will love being just minutes from the Castaic Sports Complex, offering sports fields, play areas, basketball courts, and a skate park, as well as the Castaic Lake Recreation Area, where boating, fishing, hiking, biking, swimming, and picnicking await. Convenient freeway access, nearby shopping, restaurants, and excellent schools make this truly move-in ready home an opportunity you won't want to miss."
1178118316,2674 Lavender Lane,Palm Springs,3.0,4.0,816460,"Welcome to Canyon View an exclusive new home community by Lennar nestled in Palm Springs.  The exterior design represents the sleek architecture that Palm Springs is recognized for & the clean crisp interiors that set the standard for modern desert living. This plan 3 over 2200 sf home is move in ready with over $50,000 of builder upgrades including the party size in ground hot tub, designer selected flooring, kitchen backsplash & whole home solar with Tesla Powerwall battery storage.  Canyon View is located South Central Palm Springs truly a commuters dream location just minutes from Palm Springs International airport. And if you enjoy indoor and outdoor sports, you're just a short e-bike ride from Demuth Park. Demuth Park is Palm Springs largest park, offering extensive recreational facilities like sport courts (tennis, pickleball, basketball) ball fields (baseball & soccer), fitness center, a true hub of community activities.  No need to pay expensive homeowner dues with this world class facility just a short ride away.  This home is ready and waiting for you, your family and friends to join in the fun. Prices have been adjusted for quick sale.  Photos represent Plan 3 Model Home"
1158373755,14280 Navajo,Apple Valley,3.0,2.0,449000,"Welcome to this charming Apple Valley horse property, perfectly situated on over an acre of usable land with plenty of space to enjoy country living at its finest. From the moment you arrive, the home’s great curb appeal sets the tone with a welcoming presence and well-maintained exterior.

Inside, you’ll find a beautifully updated three-bedroom, two-bathroom layout featuring recent upgrades throughout. Enjoy brand-new flooring, fresh interior paint, and fully refreshed bathrooms complete with modern showers and stylish vanities, creating a clean and comfortable living environment.

Step outside to a large covered patio—ideal for relaxing, entertaining, or taking in the peaceful desert surroundings. The expansive backyard offers endless possibilities, whether you’re looking to accommodate horses, create additional outdoor living spaces, or simply enjoy the open space.

Adding even more value, the property includes two spacious sheds equipped with electricity, perfect for workshops, storage, or hobby use.

This is a rare opportunity to own a move-in-ready horse property with modern updates and room to grow—all while enjoying the tranquility of Apple Valley living."
1145828489,2460 Monaco Drive,Laguna Beach,4.0,6.0,27950000,"Sculptural architecture meets refined coastal living in this award-winning custom Horst Architects residence inside Irvine Cove, Laguna Beach’s most exclusive private community. Clean modern geometry, dramatic scale, and warm natural materials come together with effortless sophistication. Upon arrival, a bold architectural procession unfolds along floating steps skimming an infinity-edge pool, moving past linear fire features and sleek outdoor lounges before reaching an oversized glass pivot entry.

Walls of glass slide away completely, dissolving boundaries between indoors and out to create a seamless connection from the courtyard through the main living areas. Light and landscape play across cast-in-place concrete and wood, grounding the home in its coastal setting while framing curated ocean views.

Anchoring the residence, a showcase kitchen with Gaggenau and Bosch appliances pairs with a concealed prep kitchen—designed for both relaxed daily living and elevated entertaining. Open-concept spaces invite connection while maintaining architectural drama, all oriented toward sunlit terraces and resort-style amenities.

Further along on the main level, the primary suite delivers calm sophistication with ocean glimpses, a sculptural fireplace, automated wood privacy screens, and a spa-level bath illuminated by a glass-ceiling steam shower. Below, lifestyle and wellness take priority with an indoor/outdoor gym, private sauna, and steam facilities designed for daily rejuvenation.

Located on the northern end of Laguna Beach, Irvine Cove offers 24-hour guard-gated privacy, tennis courts, an oceanfront park, and coveted private access to Irvine Cove Beach."
1174608765,17650 Olson Place,Salinas,5.0,5.0,1849000,"17650 Olson Place is situated in a beautiful gated community and offers peaceful living on 2.72 park-like acres. The main residence features 4 bedrooms and 3.5 baths, including a luxurious primary suite complete with a spacious retreat area and a huge walk-in closet. Additional highlights include a beautiful laundry room and a huge three-car garage with ample space for vehicles, storage, and hobbies.  Designed for both everyday living and entertaining, the gourmet kitchen opens to a beautiful deck overlooking the meticulously maintained grounds, creating the perfect setting for gatherings or quiet evenings surrounded by nature.  An additional guest unit with its own private entrance features 1 bedroom, 1 full bath, and a fully equipped kitchen, making it ideal for multigenerational living, extended family, guests, or potential rental income. Surrounded by mature landscaping and serene outdoor spaces, this exceptional property offers the perfect blend of privacy, comfort, and tranquility in an exclusive gated setting."
1175311005,2570 Camphor Place,Pomona,4.0,3.0,750000,"Well-maintained, clean, and neat, this beautiful home features 4 spacious bedrooms and 3 bathrooms across 1,910 sq. ft. of comfortable living space. 

The interior boasts a large living room perfect for entertaining, a cozy family room for relaxing, and a separate laundry room for added convenience. Situated on a generous 7,882 sq. ft. lot, the property features a low-maintenance, fully cemented backyard. 

Offers incredible potential with the possibility to build an Accessory Dwelling Unit (ADU)—buyers are encouraged to verify ADU requirements and permitting directly with the City.

Agent:  Please use ShowingTime to schedule all appointment
Owner will credit repairing cost, Bring your brush and save."
1184684445,4314 Marina City PH17,Marina Del Rey,3.0,3.0,1850000,"This Spectacular 2 Bed Plus Den 2 1/2 bath two-story Penthouse with exceptional Marina, Ocean, Channel, Catalina, Sunset Views to Malibu. Located in the Iconic Marina City Club desirable Center tower south building. Large open floor plan with 20-foot floor to ceiling windows leading to a large patio perfect for entertaining.  Remodeled kitchen with Subzero side by side refrigerator & freezer with in-door chilled water & ice cube dispensers. Adjacent bar with separate bar fridge/wine cooler with icemaker, Brazilian Granite counter tops, Double Franke stainless steel sinks with separate insta-hot dispenser in kitchen, with disposal dishwasher, built in microwave, Double 30"" convection ovens, 6 burner glass cooktop and separate grill, (Gaggenau) with lighted exhaust hood above. Existing Pendant lighting above future island location and bar. Recessed lighting & under cabinet lighting at counters. Maste Suite has marina & ocean views, walk in closet, stall shower, Counter mounted vessel sinks Walk in closet with extra storage. Exclusive for use by PH17 Heating & A/C unit.  This is resort style living Marina City Club Amenities include 6 tennis courts, 3 swimming pools, raquet ball, paddle tennis, pickle ball, A newly renovated 16,000 sq ft gym with state-of-the-art equipment. Free classes include Yoga, Pilates, stretch, aerobics & more. Full bar & restaurant with room service, Cafe, beauty studio, convenient store, maid service, dry cleaning service, car wash & 24-hour guard gated security. Walking distance to Abbot Kinney, Mothers beach, Venice pier, shopping centers & restaurants."
1189413584,811 North Capitol Avenue 3,San Jose,2.0,1.0,488888,"Welcome home to this charming and beautifully refreshed 2 bedroom, 1 bath residence offering 903 square feet of comfortable living space. Step inside to a bright and inviting interior featuring fresh new paint throughout and an abundance of natural light. The thoughtfully designed main level offers a welcoming living room and dedicated dining area perfect for relaxing at home or gathering with friends and family. The kitchen provides plenty of cabinet and storage space, keeping everything organized and within easy reach. Upstairs, both bedrooms offer privacy and a comfortable retreat from the main living areas. Additional conveniences include one dedicated parking space and a private storage cabinet for extra belongings. Ideally located near shopping, dining, everyday conveniences, and major highways, this home offers an easy lifestyle with convenient access for commuting throughout the Bay Area. Whether you're a first time buyer, downsizing, or looking for a wonderful place to call home, this move in ready residence is an opportunity you won't want to miss!"
1158821411,1414 Fairbanks,Los Angeles,2.0,1.0,725000,"Prime Elysian Heights Echo Park Opportunity with LAC2 Zoning Views, Location, and Upside

Perched above Sunset Boulevard in the heart of Echo Park, 1414 Fairbanks Place commands sweeping views of the Hollywood Sign, Griffith Observatory, downtown Los Angeles, and the surrounding hills. This is one of those rare hillside positions where location and perspective do the heavy lifting.

What truly sets this property apart is its LAC2 zoning a flexible designation that opens the door to a wide range of commercial, residential, and mixed use possibilities (buyer to verify). Whether you’re envisioning an income producing asset, a live/work concept, or a redevelopment play aligned with the evolving Sunset corridor, this zoning creates a strategic advantage in a supply constrained area.

For those looking to take a more measured approach, the existing structure offers the option to renovate, reposition, and capitalize on the property’s inherent character and view driven appeal. There’s a clear path here for both long term holds and value add strategies.

Surrounded by Echo Park’s vibrant mix of restaurants, cafes, retail, and nightlife and just minutes from downtown Los Angeles and major transit lines this location continues to benefit from strong demand and ongoing neighborhood growth.

This is not just a property it’s a positioning opportunity.

Buyer to independently verify all zoning regulations, permitted uses, development potential, and property condition with the City of Los Angeles. Property is being sold as-is."
1181609675,732 S Heather Lane,West Covina,4.0,4.0,1198000,"Spacious single-story pool home located at the end of a quiet cul-de-sac in West Covina. Offering approximately 2,749 square feet of living space, this residence features 4 bedrooms, 4 bathrooms, multiple living areas, an updated kitchen, and a flexible floor plan well suited for multigenerational living, guests, home offices, or private retreat spaces. Two areas previously used for rentals are now vacant, allowing the buyer full use of the property at closing. The large private lot includes a swimming pool, generous outdoor entertaining space, an attached two-car garage, and convenient rear-alley access. Historical permit records and previously prepared, uncompleted remodeling plans are available for buyer review. Conveniently located near shopping, restaurants, supermarkets, parks, schools, and access to the 10, 605, and 57 Freeways. Motivated seller—property is offered in its present as-is condition. Buyer to independently verify square footage, bedroom and bathroom count, property configuration, permits, rental use, and future possibilities."
1183223939,513 Union Avenue,Campbell,2.0,3.0,1225000,"New luxury townhome in the heart of Campbell. Beautifully appointed 2-bedroom, 2.5-bathroom, attached 2-car garage home. Walk to parks/trails, shops and restaurants in lively downtown Campbell and Pruneyard. Highly sought after Cambrian schools, easy access to 85, 17 & 280 and all of Silicon Valley. Open and spacious, seamless flow from kitchen to living and separate dining area. Enjoy cooking in the modern entertainer's kitchen with premium new appliances, custom cabinetry, and beautiful porcelain countertops with waterfall, with kitchen island including extra storage. Three balconies to take in the natural sunlight, patio and storage space in garage. High-end finishes throughout, durable construction and extras including wide plank LVP flooring throughout, sleek epoxy finished garage with EV charger, upstairs washer/dryer, walk-in closet, smart home energy efficient mini-split thermostat, Andersen windows, solar options, copper piping and more! Photos are of a model unit. Actual finishes and layout may vary."
1155035898,5679 Slicers Circle,Agoura Hills,3.0,3.0,929000,"This well-designed home on a cul-de-sac is centrally located in Agoura Hills. At entry, be greeted by a great room illuminated by its large window and crown moldings. There is an adjacent dining or sitting area with a fireplace; a cozy enclosed climate controlled sun room; and the kitchen with upgraded paneled cabinetry, two garden windows, and a sliding door to the side covered patio and backyard. The kitchen features: granite countertops; a six burner stove; updated pullouts; a microwave; and recess lighting. On the ground floor there is a guest bathroom. The covered entry area includes both the home's front door and an exterior door to the 2-car garage; the garage has additional space for a washer and dryer, a window, and cabinetry. Tour upstairs appreciating the convenient switchback staircase, on the second floor there is a pull down ladder for access to the attic area. The primary bedroom has a window overlooking the backyard. The primary bathroom has a granite countertop with sink and a combo shower bathtub. Windows brighten the other two cheerful upstairs bedrooms which have access to the upstairs third hall bathroom with an enclosed shower and bathtub. Enjoy your backyard entertaining and lounging with its free form pool and spa; and the built-in BBQ center includes a compact refrigerator. Other features and amenities: mirror wardrobes; ceiling fans; a storage shed; and located close to the home's community pool, tennis and pickleball courts, driving range, and golf course; also close to public schools, parks, trails, mountain biking, shopping, and other recreation."
1179078334,27836 Walnut Springs,Canyon Country,3.0,2.0,720000,"Welcome to this beautifully updated single story home on a large corner lot in one of Santa Clarita's established neighborhoods. The inviting, functional floor plan is filled with natural light and features recessed lighting, LVP flooring in the main living areas, and an updated kitchen with quartz countertops and stainless steel appliances. The enclosed patio adds valuable bonus space, perfect as a game room, home gym, or second living area. A rare and flexible layout offers two true primary suites, each with its own private en suite bathroom, plus a dedicated office or den that easily adapts as a nursery, gym, or creative space. Outside, the corner lot delivers dedicated RV access and a generous yard that's a blank canvas ready for your dream outdoor space, with room for a pool, garden, and more. All of this just minutes from top-rated schools, dining, parks, and freeway access, with no HOA and no Mello Roos."
1114892586,245 Driftwood Street,Morro Bay,4.0,3.0,1700000,"Welcome to 245 Driftwood Street in the beautiful beach town of Morro Bay. This 4 bedroom, 2.5 bath home is close distance to the Embarcadero where you can shop, dine, wine taste, kayak and walk the beach to enjoy the beautiful view of the famous Morro Rock. This two-story home features tall ceilings, wood flooring and tile throughout, stainless steel appliances and landscaping all around. This Mediterranean style home is set back from the street providing extra privacy. The bottom bedroom has its own separate entrance and a covered patio. The great room is the perfect place to sit next to the fireplace and take in the views from the large windows. The kitchen is great for entertaining with its large granite center island, Dacor stove and custom cabinetry. Off the kitchen is one of two balconies where you can enjoy the sunshine and coastal breezes. The spacious master suite has a fireplace, balcony and a large bathroom complete with a walk-in shower, jacuzzi tub, dual sinks and a separate vanity with plenty of storage space. There is even a Stiltz Lift which is an alternative to using the stairs to the second story. You won't want to miss the opportunity to own a home close to the ocean in the charming town of Morro Bay!"
